rating,review_title,review_description,date,location,up_votes,down_votes
4,Value-for-money,Phone is awesome BUT whats up with the front camera ?! Ip6 X 11 12 13 take better pictures from front camera.,1 month ago,", New Delhi",1,0
5,Perfect product!,Delicious 😋,1 month ago,", Rangareddy District",1,0
5,Super!,mind blowing performance,1 month ago,", Jhajjar",1,0
5,Great product,Nice performance,1 month ago,", East Godavari District",0,0
4,Very Good,Iphone 14 excellent performance,1 month ago,", Gurgaon",1,0
5,Wonderful,What a gadget !!!,1 month ago,", Jalpaiguri",0,0
4,Value-for-money,Perfect beast.,1 month ago,", New Delhi",0,0
5,Mind-blowing purchase,Excellent camera😊,9 days ago,", Gurugram",1,0
5,Highly recommended,Great,10 days ago,", Bangalore",0,0
5,Brilliant,Camera betray display such a wow,11 days ago,", Bhagalpur",1,0
5,Great product,Excellent phone,12 days ago,", New Delhi",1,0
4,Nice product,Good product,13 days ago,", New Delhi",1,0
5,Fabulous!,Loved it 😊,15 days ago,", Jspl Town Anugul Township",1,0
5,Terrific,Fantastic 🔥⚡️,16 days ago,", Mumbai",0,0
4,Value-for-money,"Camera is not markable in low light and night. I am first time user of iphone but no problem during daily routine. Everything is great except the camera, the Samsung S21 FE has better options from a camera perspective.",19 days ago,", Bardhaman",1,0
5,Perfect product!,awesome phone..i switched from android to ios first time and became a big fan of ios. Performance is excellent and display camera everything is awesome❤️❤️.,20 days ago,", Mandi District",1,0
5,Perfect product!,Too awesome..........,20 days ago,", Howrah",1,0
4,Very Good,Pros :,3 months ago,", Aurangabad",2,1
5,Terrific,Excellent camera,3 months ago,", Balangir District",2,0
5,Must buy!,Good build quality,4 months ago,", Nagpur",2,0
5,Terrific,Cons :,4 months ago,", Paschim Bardhaman District",2,1
5,Just wow!,Design is old as like as Iphone 13,4 months ago,", Rajpur Sonarpur",2,0
5,Terrific purchase,Battery back up is poor,1 day ago,", Fatehabad District",1,0
5,Good,As usual no charger with phone,4 days ago,", Patna",1,0
5,Awesome,Switched from OnePlus 8t...Liked the smoothness of iPhone.,5 days ago,", Fatehabad District",1,0
5,Great product,Really awesome and geniune product provided by flipkart . Thank you so much for making my life happy. All things are great not a single defect in this unit.,5 days ago,", Fatehabad District",1,0
1,Did not meet expectations,Very nice look,8 days ago,", Ongole",1,0
1,Useless product,Not good Phone...! Price is very high,5 months ago,", Hingoli",13,20
5,Great product,"Just took moon photo from my mobile ,",3 months ago,", Hansi",11,18
1,Horrible,I seriously loving Samsung S series,3 months ago,", Mahasamund District",7,9
1,Hated it!,Really disappointed with display and performance. Lagging in bgmi with graphics settings smooth + extreme. Hardly 50 fps. While lagging gives 25-30 fps which is frustrating for device like this.,1 month ago,", Nashik",3,2
5,Just wow!,"I Purchased I phone 14 , and after 10 days it went dead, don't purchase it",1 month ago,", Dehradun",4,4
5,Classy product,Amazing phone.,4 months ago,", Singrauli",3,4
3,Good,Nice,4 months ago,", Jaunpur District",5,6
5,Great product,Camera quality very dirty,1 month ago,", Kharagpur",2,1
5,Terrific purchase,This iPhone Camera is very good👍 and Display is Really good iphone 14 is very Handi . My opinion this iPhone 14 is Valu of Money.,3 months ago,", Haridwar",2,1
1,Useless product,Value for money ,3 months ago,", Ghaziabad",2,1
5,Excellent,Just amazing,3 months ago,", Faridabad",3,0
5,Simply awesome,Amazing phone 😍😍,4 months ago,", Gurugram",3,1
5,Wonderful,Nice performance,7 months ago,", Hyderabad",3,1
5,Best in the market!,All are good 👍🏻,3 months ago,", Beawar",4,2
5,Just wow!,Nice look and best camera,7 months ago,", Patna",4,2
4,Very Good,"Battery is good am use for whole day with 4G on my meetings, chatting ",7 months ago,", Gaya",13,16
3,Fair,The new camera effects are good,4 months ago,", Raymond Chhindwara",5,4
5,Brilliant,Happy .....,3 months ago,", Waluj Midc",6,6
4,Pretty good,upgraded with my I phone 12 and satisfied with product. the experience u can get once u have it.,3 months ago,", Kolkata",4,3
5,Terrific,Everything is good except camera.,3 months ago,", Jhajjar",4,3
5,Awesome,"Nice phone, Genuine device and packaging. The delivery agent should be trained to not ask for OTP, until phone is thoroughly checked by customer.",3 months ago,", Ghaziabad",2,0
5,Best in the market!,First iPhone user so happy with the purchase but delivery service was bad,3 months ago,", Visakhapatnam",1,0
5,Perfect product!,Gud phone,5 months ago,", Mokameh",2,0
5,Terrific,Great phone,5 months ago,", Lucknow",2,0
5,Simply awesome,Waoo so amazing I phone 14 😎😎😎🥰🥰please buy this I phone 14 series flagship 📱 ,4 months ago,", Ranchi",4,3
1,Mind-blowing purchase,📷 camera 5/5 ⭐️⭐️⭐️⭐️⭐️,4 months ago,", Hisar",16,19
5,Fabulous!,Battery 🔋 5/5⭐️⭐️⭐️⭐️⭐️,2 months ago,", Ghaziabad",3,1
5,Brilliant,Design  5/5⭐️⭐️⭐️⭐️⭐️,2 months ago,", Kodur",3,1
5,Mind-blowing purchase,Display 5/5 ☄️☄️☄️☄️☄️,2 months ago,", Gwalior",3,1
5,Best in the market!,Value of money 💰 5/5 ⭐️⭐️⭐️⭐️⭐️,3 months ago,", Chandrapur",3,1
5,Mind-blowing purchase,Looking 🔥..i lv this,2 months ago,", Sahatwar",2,0
5,Just wow!,The phone is simply incredible. Very smooth and camera is awesome.,2 months ago,", Bengaluru",1,0
5,Highly recommended,Very nice product. Amazing 😍,2 months ago,", Bhubaneswar",1,0
5,Wonderful,Phone is good but some bugs in the phone.,2 months ago,", Meerut",2,0
5,Fabulous!,Camera is good ,2 months ago,", Mumbai",1,0
5,Fabulous!,Performance is good,2 months ago,", New Delhi",2,0
5,Mind-blowing purchase,Design is good,2 months ago,", Pune",1,0
5,Classy product,Battery performance is ok ,3 months ago,", Ratlam District",1,0
5,Just wow!,Purchased that phone in January  and battery perform good when you have low usage and in heavy usage battery draining fast.,3 months ago,", Muzaffarpur",2,0
5,Awesome,So far so good,3 months ago,", Bangalore Urban",1,0
5,Super!,Great picture quality. Performance is good as always. The important addition is the cinematographic video recording,19 days ago,", Bengaluru",2,0
5,Must buy!,Nice Cinematic Video and Portrait photography,26 days ago,", Purba Bardhaman District",2,0
5,Classy product,Very smooth and camera is awesome 😍,28 days ago,", Gurugram",2,0
1,Horrible,Don't buy..... More heating,1 month ago,", Malappuram District",2,0
1,Waste of money!,Next time do a favour and do not buy iphone from flipkart as they are giving a duplicate usb cable which take hours to charge your phone. After complaining  a number of times they do not come up with a resolution,1 month ago,", Siliguri",2,0
5,Worth every penny,Amazing.loved this colour.,1 month ago,", Baliapur",2,0
5,Fabulous!,Best camera,1 month ago,", Rewari",2,0
5,Best in the market!,This is my first iPhone I just love it,1 month ago,", Gosainganj Faizabad District",2,0
4,Really Nice,Product is good...bt battary is average.,1 month ago,", Kolkata",2,0
5,Excellent,"Very nice product, camera quality is just amazing everything seems too real.",2 months ago,", Ahmedabad",2,0
5,Fabulous!,Nice,3 months ago,", Patiala",3,1
5,Terrific purchase,the phone is beautiful,3 months ago,", New Delhi",3,1
5,Classy product,Very good... Value for money,3 months ago,", Pimpri Chinchwad",3,1
5,Simply awesome,amazing product😊nice flipkart service😍I'm happy🤗,6 months ago,", Gadchiroli",4,1
5,Mind-blowing purchase,Nice product,7 months ago,", Nadiad",4,0
5,Brilliant,"Everything is well and good. But camera performance in artificial light is not upto the mark. Battery mAH is less, however you can handle it smartly.",3 months ago,", Gakulpur",5,2
5,Worth every penny,Nice product,3 months ago,", Haldaur",4,2
1,Don't waste your money,I feel sad to see the charging time and camera quality. Also double tap in back side is very unresponsive and time taking,4 months ago,", Bengaluru",8,5
5,Highly recommended,Excellent.,17 days ago,", Agartala",2,0
5,Fabulous!,One of the best brand all features are good,17 days ago,", Garhwa",2,0
4,Really Nice,Good,2 months ago,", Kollam District",4,1
5,Best in the market!,Super mobile 😘😘,3 months ago,", Pargi",4,1
5,Wonderful,Nice,4 months ago,", New Delhi",5,1
5,Awesome,Great product at this price range i am very happy to get this product,4 months ago,", New Delhi",4,1
3,Nice,Really nice,2 months ago,", Bengaluru",14,8
1,Terrible product,Bad refresh rate at this price point. It looks way too slow after using Android phone above 90 hz display,3 months ago,", Sultanganj",9,4
1,Worst experience ever!,The display got damaged with green lines only after using it for ten to twelve days 😭😭,2 months ago,", Jodhpur",6,2
5,Excellent,Pam,3 months ago,", Nadia",7,2
5,Perfect product!,Very good ✌️😍😍✌️,3 months ago,", Bhogaon",22,20
5,Perfect product!,Good upgrade and at good price .,3 months ago,", Bangalore Urban",3,1
4,Wonderful,Have recently moved over from Android to IOS. Felt very happy about it.,7 months ago,", Salem",9,3
5,Classy product,Nice,3 months ago,", Rishikesh",36,26
5,Great product,"✓Comfortable, high-end build",4 months ago,", Gaya",6,2
4,Good quality product,✓OLED screen looks fantastic,4 months ago,", Bahraich",7,2
2,Slightly disappointed,✓A15 chip performs great,1 month ago,", Faizpur",3,0
5,Best in the market!,✓Good camera upgrades,1 month ago,", Tadipatri",3,0
5,Great product,✓Dependable battery life,1 month ago,", Noida",3,0
5,Excellent,Super,1 month ago,", Bareilly",3,0
5,Terrific purchase,Giving screen frozen(not responding)and heating problem within a month,1 month ago,", Khowai",3,0
5,Just wow!,Excellent camera 😍,2 months ago,", Mapusa",2,0
5,Wonderful,Great product,2 months ago,", Sasaram",3,0
5,Classy product,I was a little sceptical about the red color but it looks premium. Amazing feel and touch. Love it..,2 months ago,", Navi Mumbai",3,0
5,Great product,I had upgraded from XR to 14.. So it’s amazing❤️ ,2 months ago,", Madurai",3,0
5,Classy product,"But if you are already using 13 means, either upgrade it to 14 pro or don’t buy this.",3 months ago,", Itanagar",2,0
4,Nice product,Ditto as iPhone 13.,3 months ago,", Purba Champaran District",2,0
4,Delightful,Received original and genuine product on 16 febuary,3 months ago,", Bhawanipatna",2,0
5,Mind-blowing purchase,Thanks flipkart,3 months ago,", Mubarakpur",3,0
5,Awesome,"Definitely go for it ,iPhone 14 best front camera ever",3 months ago,", Gurugram",3,0
5,Awesome,Awesome 👌👌👌,6 months ago,", Pimpri Chinchwad",3,0
5,Perfect product!,Premium Product,7 months ago,", Nakodar",12,6
5,Terrific purchase,Lovely phone.. camera is very good 👍,3 months ago,", Kolkata",4,0
5,Mind-blowing purchase,Awesome product.....,4 months ago,", Bhabua",4,0
1,Worst experience ever!,This is not really an upgrade from my iphone 13 but it's okay. I'll suggest if you're having iPhone 12 or 13 then use that only because you won't find any big upgrade if compared to.,4 months ago,", Gurugram",4,0
5,Perfect product!,Build quality is very bad after days speaker is not warm fine,4 months ago,", Meerut",3,0
1,Don't waste your money,Nice,4 months ago,", Bengaluru",689,605
5,Classy product,Battery performance too low,3 months ago,", Araria District",21,10
5,Fabulous!,Good,4 months ago,", Howrah",8,1
5,Excellent,Nice Phone.,3 months ago,", Hyderabad",6,1
5,Best in the market!,First iPhone I'm so excited 🙃 ,3 months ago,", Ratnagiri",6,1
5,Terrific purchase,"It is wonderful, good battery performance for gamer ✌️",3 months ago,", Noida",6,1
5,Great product,Awesome deal Tq Flipkart.IPhone 14 was powerfully packed 5G .Battery is good.Cameras next level .finally iPhone 14 is superb.loved It,3 months ago,", Tirupati",8,1
3,Good,Product is awesome 😎,15 days ago,", Gurugram",0,0
5,Simply awesome,Best Phone in market.,3 months ago,", New Delhi",16,5
5,Great product,Best in the market. ,1 month ago,", Ballia District",9,2
5,Terrific,Camera quality awesome ,3 months ago,", Chanpatia",203,134
5,Perfect product!,Battery easily goes for a day,3 months ago,", Noida",7,1
5,Must buy!,Speakers are really good.,3 months ago,", Pune",6,1
5,Perfect product!,Good....,29 days ago,", Anantapur",4,0
5,Awesome,I love the product. Love the camera.,2 months ago,", Hyderabad",4,0
5,Just wow!,Great performance,2 months ago,", Hubballi",3,0
5,Awesome,Good,3 months ago,", Kollam",3,0
5,Terrific,Pic quality is good,3 months ago,", Hazaribagh",3,0
5,Super!,But delivery delayed by Flipkart ,15 days ago,", Jaipur",0,0
4,Good quality product,Overall product quality is good and genuine,15 days ago,", Kozhikode District",0,0
4,Good quality product,Awesome phone,15 days ago,", Bangalore Division",0,0
5,Wonderful,Best choice,16 days ago,", Samalkot",0,0
5,Brilliant,As always Apple is good ,16 days ago,", Dhampur",0,0
5,Highly recommended,Had good experience with Flipkart after hearing  lots of -ve feedback,16 days ago,", New Delhi",0,0
4,Good quality product,Superb,16 days ago,", Bengaluru",0,0
5,Awesome,Nice product for i phone 14 thank you Flipkart,16 days ago,", Rehambal",0,0
4,Value-for-money,"Amazing product, just go for it",16 days ago,", Hyderabad",0,0
5,Excellent,Good one got it around 67k . This is my first Apple mobile. Took time to get habituated to apple eco system but worth the wait. Simple and easy.,1 month ago,", Palacole",5,0
5,Mind-blowing purchase,Recommended,2 months ago,", Gurugram",5,0
5,Worth every penny,Awesome.. packed well and safe delivery.,2 months ago,", Coimbatore",4,0
5,Just wow!,I used iPhone 12 mini and now upgraded with iPhone 14. ,2 months ago,", Begusarai",4,0
5,Just wow!,Camera quality is awesome.,3 months ago,", New Delhi",5,0
5,Perfect product!,Full day battery backup.,3 months ago,", Hyderabad",5,0
5,Awesome,Super Retina display with high dynamic range is awesome.,6 months ago,", Barbigha",4,0
5,Just wow!,In terms of camera and battery life is big upgrade for me.,3 months ago,", Ghaziabad",8,1
3,Fair,Videos from this are just awesome. Performance top notch as expected from apple.,3 months ago,", Kantabanji",8,1
5,Perfect product!,Good,3 months ago,", New Delhi",24,6
5,Wonderful,Camera and battery Quality us best in this segment,3 months ago,", Rourkela",9,1
5,Perfect product!,Best Performance,1 month ago,", Burdwan",5,0
5,Awesome,Superb phone. Design could have been new but good performance . Purple color looks pretty decent. Light shade.,3 months ago,", Kolkata",5,0
5,Must buy!,Product is amazing as expected from iphone. Got this recently in a sale with a whopping price of 63k including all discounts. Loving it!!!!,4 months ago,", Haldwani",18,5
3,Does the job,Handy. Premium felling,3 months ago,", Maldah District",20,6
5,Must buy!,Osm Mobile it is my 1st experience in iPhone 14 series I m satisfied,3 months ago,", Bawal",27,10
5,Worth every penny,No words,7 months ago,", Bengaluru",40,18
5,Worth every penny,Amazing Product 😇💯,4 months ago,", New Delhi",15,4
5,Worth every penny,"Better than iphone 13. Especially that 13 number is considered unlucky. Moreover, better camera, battery, quality. And finally, color purple is very nice ",4 months ago,", Ghaziabad",21,7
4,Value-for-money,Best product,3 months ago,", Mathura District",7,0
5,Classy product,Camera is superb.nice phone,2 months ago,", Madurai",15,1
5,Perfect product!,Value for money product if you get the deal around 65 k .,4 months ago,", Berhampur",8,0
4,Nice product,Thanks for Flipkart,5 months ago,", Mankapur",108,39
5,Super!,Superb quality,3 months ago,", Nagpur",18,3
5,Simply awesome,Very nice,4 months ago,", Hanamkonda",28,7
5,Must buy!,After a losts of efforts when you get then Just Awesome 😊,2 months ago,", Purbi Singhbhum",11,1
5,Classy product,"Genuine and nice,worthy upgrade considering technical enhancements over IPhone 13(may not be for 13 users),like better sensor and low light performance, extra 2gb ram,5 core Gpu(as in 13 pro) and  longer ios support.New ios 16 is stable.Flipkart service is good.",5 months ago,", Dharwad",10,1
5,Super!,Really an overall great product,2 months ago,", Patna",6,0
5,Delightful,"Excellent Smartphone, Amazing Picture quality, Good sound quality",3 months ago,", Rosera",22,5
5,Classy product,Very good purchase.i bought it for my wife as a Padwa gift.,6 months ago,", Pune",29,8
5,Perfect product!,Very good phone,4 months ago,", New Delhi",14,1
5,Brilliant,Nice,6 months ago,", Mahimapur",87,22
5,Excellent,Love it,3 months ago,", Imphal",13,1
5,Terrific purchase,I simply love it,4 months ago,", New Delhi",14,1
5,Fair,🥰🥰🥰🥰🥰,4 months ago,", Gakulpur",37,8
5,Mind-blowing purchase,Camera quality 🥰,4 months ago,", Mukerian",16,2
5,Classy product,🔋😍😍,3 months ago,", Tiruttani",12,1
5,Worth every penny,Very happy 😊,3 months ago,", Sopore",139,48
5,Excellent,Superb,2 months ago,", Jsw Steel Plant Township",7,0
5,Brilliant,Love IPhone Dream IPhone..💜😍✌️🖤,3 months ago,", Solapur",99,22
5,Best in the market!,Quality + Performance + Integrity = Apple Inc,4 months ago,", Bangalore",37,6
5,Super!,Absolutely Awesome,23 days ago,", Bhubaneswar",21,2
4,Really Nice,4 out of 5 ,3 months ago,", Kakkanad",21,2
5,Best in the market!,Phone was so handy and superb,4 months ago,", Gaya District",24,3
5,Simply awesome,Awesome camera,2 months ago,", Dakshin Dinajpur District",9,0
5,Awesome,Loved it 👍,3 months ago,", Barnala",9,0
5,Fabulous!,Nice one,3 months ago,", Takhlibilar Pathar",10,0
5,Simply awesome,Nyc phone,4 months ago,", Kolkata",9,0
5,Mind-blowing purchase,Highly recommended best price since launch loud speaker is amazing display is another world nothing to say it's overall quite amazing phone dont think ggo for it,3 months ago,", Navi Mumbai",24,3
4,Really Nice,Nice look,4 months ago,", New Delhi",391,73
4,Good choice,Nice,4 months ago,", Indore",61,7
5,Excellent,Feels a good machine as first time user of apple.,3 months ago,", Kanpur",43,4
5,Best in the market!,"Best in class in all the aspects. Top notch performance for display, camera and everything.",3 months ago,", Pune",14,0
5,Simply awesome,Best phone but same as Iphone 13. There is no difference in 13 and 14.,5 months ago,", Ankleshwar",133,22
1,Don't waste your money,Suddenly power off  every 2 -3 min and battery percentage changes and Flipkart not replace  mobile,2 months ago,", Kekri",70,10
5,Classy product,Nice,5 months ago,", Secunderabad",69,11
4,Delightful,Thanks Flipkart for this all new iPhone without any problem I got it and I'm finally Shifted 5 years later  redmi not 5 pro to new. iPhone 14 i really do hard work for this thing Last 8 month  Thanks 😊 I'm happy 😁 ❤️,4 months ago,", Kolkata",64,10
5,Wonderful,My 1st IOS device so far good😊,7 months ago,", Bicholim",364,86
5,Excellent,"Midnight Black the best you can have, the Camera quality is excellent along with the multitasking performance. Go for it!",4 months ago,", Salem",35,4
5,Just wow!,Good,3 months ago,", Bengaluru",814,24
5,Great product,Nice camera but battery drain fast specially on video recording,2 months ago,", Ramnagar",281,11
5,Highly recommended,Only one problem i am facing when i keep my phone on charge it heat up my phone Rest it is great 👍,3 months ago,", Kolkata",198,7
4,Very Good,Nice UI and Fast,3 months ago,", Yenugonda",239,12
5,Brilliant,Just amazing!,4 months ago,", Raigarh",657,62
5,Terrific purchase,Thanku filipkart best phone in the world ❤️,3 months ago,", Etawah",147,11
4,Good quality product,Awesome 👍,7 months ago,", Bhubaneswar",405,42
5,Simply awesome,No words to express the gratitude to Flipkart... ,3 months ago,", Kochi",104,7
5,Just wow!,Fastest delivery | Open box validation and,5 months ago,", Bhopal",69,5
5,Best in the market!,Obviously the phone itself is a different era ..,7 months ago,", North Twenty Four Parganas District",1003,155
5,Great product,Nice looking phone.,7 months ago,", Sulthan Bathery",654,166
5,Fabulous!,"It's a apple device .. that means you get the good old ios . No performance issue , supper ram and power management . My slightly distasteful remark would be on its camera .",3 months ago,", Kolkata",110,21
5,Brilliant,Decent purchase:),4 months ago,", Gurugram",49,7
5,Terrific purchase,Camera cinematic next level🔥🔥,3 months ago,", Davanagere",28,3
1,Terrible product,"Be Aware,Don't buy iPhone from flipkart.I recived faulty piece,display doesn't work within 3 days,no option in menu for return of phone and they don't accept other reason....terrible experience..now i have to use faulty phone after repair it..total lost of money..",1 month ago,", Rishikesh",12,0
4,Good choice,"Upgraded from XR. Camera, display and performance are amazing",3 months ago,", Hyderabad",17,1
5,Simply awesome,Excellent build quality. Much faster and smoother,3 months ago,", New Delhi",23,2
5,Mind-blowing purchase,Amazing device for daily life about camera about sound quality all are good,3 months ago,", Jodhpur",16,1
5,Excellent,awesome build quality and features,1 month ago,", Pune",11,0
5,Great product,You ever Heard the word Satisfaction...Yesss that is exactly how it feels to have it.,4 months ago,", Una",10,0
5,Worth every penny,"Best smartphone in this price range with overall great performance, great camera and great battery",2 months ago,", Kolkata",1,0
4,Good choice,This mine 3rd IPhone Model ,2 months ago,", Thiruvallur",3,3
5,Simply awesome,iPhone 5s : Best one when I started android to apple,1 month ago,", Ajmer",1,1
4,Pretty good,iPhone 6s : Best Camera Poor Battery ,1 month ago,", Kalol Gandhinagar District",1,1
5,Simply awesome,Finally iPhone 14 ,2 months ago,", Thane",1,0
5,Perfect product!,One of best iPhone i used : fantastic camera : Good battery life. Super fast face lock system. Good charger comparing old iPhones. Happy to having this powerful iPhone-14.,3 months ago,", Kangra District",1,1
5,Excellent,nice photo but bettery is not good as it show ok ok only better than one plus 9r etc and anytime photo is real u can effect filtered,14 days ago,", Hyderabad",1,2
4,Nice product,"The Apple iPhone 14 is a great choice for anyone looking for a reliable, fast and stylish smartphone. It has a 6.1-inch OLED display that delivers vibrant colors and sharp details, and a powerful A15 Bionic chip that handles everything from gaming to multitasking with ease. The iPhone 14 also has an improved camera system that captures stunning photos and videos in any lighting condition, thanks to its 12MP wide-angle lens with optical image stabilization, Smart HDR 4 and Action mode. The iPh...",9 days ago,", Bharuch",0,1
5,Brilliant,"One of the Best Phone from Apple , Battery Life Too Good with 2 Lines (1Physical , another Virtual sim) last for about one and half day for normal usage , really improved by apple  , Thanks for that.",3 months ago,", Palghar District",0,0
5,Just wow!,My first experience with apple phone is great…This phone is awesome and I love light purple colour…i m so happy thank u Flipkart 🥰,3 months ago,", Patna",0,0
5,Must buy!,Just awesome....❤️🙌😌,5 months ago,", Chhindwara",124,14
5,Classy product,Display Camera Battery Processor....,4 months ago,", Gaya",117,13
5,Wonderful,JUST WOW....✨💗☺️,5 months ago,", Bharuch",92,10
5,Super!,Very attractive ,3 months ago,", Dankuni",35,2
5,Best in the market!,Must buy,2 months ago,", Erode",18,0
5,Highly recommended,Love It❤️❤️,4 months ago,", Ghaziabad",74,8
5,Terrific,Excellent Product 🥳,7 months ago,", Ahmedabad",256,41
5,Best in the market!,An absolute beast. This is what you expect after paying such amount. Everything is perfect about this phone from build quality to camera to performance. Absolutely worth it.,2 months ago,", Sopore",60,6
5,Excellent,Performance is really good and camera quality is fine,3 months ago,", Bangalore",84,10
5,Classy product,Ultimate,4 months ago,", New Town",53,5
4,Pretty good,Thanks Flipkart service is fine nd it comes in a 2 days.product is genuine nd I love it,5 months ago,", Khutar",7,1
5,Fabulous!,It's a perfect mobile. Comfortable in hands... Size is good. Looks so classy. For me it's the best,5 months ago,", Sauli Khad Industrial Area",7,1
5,Terrific purchase,Good nice trusted i checked everything i was conserned about weather I'll get fooled by delivery and all but it was new i checked everything as people used to say we get refurbished phone no it was good new fresh,16 days ago,", Bengaluru",2,0
3,Decent product,"The iPhone 14 is a solid choice for those looking for a high-quality smartphone experience. The camera is top-notch, the performance is smooth, and the design is sleek and modern. However, there are a few drawbacks to consider when comparing it to Android phones.",3 months ago,", Bengaluru",12,7
4,Delightful,"One of the biggest cons of the iPhone 14 is its lack of customization options. Apple has a strict policy on what apps and features can be used on their devices, which can be frustrating for users who want more control over their pho...",1 month ago,", Bengaluru",4,1
5,Simply awesome,"Battery life is not as good as i thought it would be. Transferring through an android phone and forgot to use move to iphone application, don't make this mistake. Otherwise overall good phone. The photos are pretty good actually ( main reason why i spend so much money behind it lol ). Other than that, it's an apple so yeah theres that.",2 months ago,", Dausa",2,0
5,Brilliant,Switched from Xiaomi 12 Pro that was a heater means heats lot much it is very cool device I also used iPhone 13 but it has little bit more better that iPhone 13 best device,4 months ago,", Nagpur",2,0
5,Terrific Masterpiece ,"No two ways , it's a great product, I haven't used iPhone before, this feels real good phone , great battery life , iOS is really better in stability and speed",3 months ago,", Indore",5,3
5,Fabulous!,"The iPhone 14 is a standout device in Apple's latest lineup. With its sleek design, powerful hardware and improved cameras, it's a must-have for any tech enthusiast.",4 months ago,", Amritsar",5,3
5,Terrific purchase,Pros:,15 days ago,", Pune",1,0
4,Nice product,camera is not as expected at evening as pictures are so dull and not bright.so much dissipointed when compare camera even with s21fe or one plus nord or other premium phones.,5 months ago,", Pune",371,1266
5,Awesome,at bright sunlight or in a bright light at night pictures are so good in portrait mode.,2 months ago,", Champawat",25,3
5,Just wow!,selfies in low light are terrible. looks like camera under 10k phone.,3 months ago,", Tinsukia",68,16
4,Good quality product,battery is good and last for day easily.,3 months ago,", Changodar Gidc",34,18
5,Simply awesome,performance is so good.,1 month ago,", New Delhi",25,3
5,Must buy!,display may be if 90hz it will be good at this price range.,4 months ago,", Anantnag",35,17
5,Excellent,Reasons to get it over regular 13,3 months ago,", Ghaziabad",57,15
5,Wonderful,- 50 percent extra ram,2 months ago,", Bengaluru",63,11
5,Super!,- Better camera sensors,5 months ago,", Bhupalpalle",33,31
5,Worth every penny,- Cinematic mode at 4k 30 fps (13 could only do     1080p 30fps),1 month ago,", Ahmadnagar",12,1
